Title,URL,Category,Cleaned_Title
Eddie Murphy says the ‘Beverly Hills Cop’ movies are among his most important work. Here’s why,/2024/06/25/entertainment/eddie-murphy-beverly-hills-cop-4/index.html,News,eddie murphy says the  beverly hills cop  movies are among his most important work  here s why
"Israel’s hostage rescue operation has left Palestinians traumatised, eyewitnesses say",/2024/06/26/middleeast/israel-gaza-rescue-operation-palestinian-toll-intl-cmd/index.html,News,israel s hostage rescue operation has left palestinians traumatised  eyewitnesses say
Media Center,https://media.netflix.com/,Entertainment,media center
Test new features,/new,Entertainment,test new features
Programming,https://www.geeksforgeeks.org/programming-tutorial/,Education,programming
Top 50 Array Problems,https://www.geeksforgeeks.org/explore?page=1&sprint=50746f92a895c22a50504ac0c1fb9c84&sortBy=submissions&sprint_name=Top 50 Array Problems&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,top 50 array problems
Java,https://www.geeksforgeeks.org/explore?page=1&category=Java&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,java
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Hibernate Interview Questions,https://www.geeksforgeeks.org/hibernate-interview-questions/?ref=outind,Education,hibernate interview questions
Michael Phelps to urge Congress to ramp up pressure on anti-doping agency,/2024/06/25/sport/michael-phelps-congress-doping/index.html,News,michael phelps to urge congress to ramp up pressure on anti doping agency
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
Python Functions,https://www.geeksforgeeks.org/python-functions/?ref=outind,Education,python functions
Videos,https://www.cnn.com/business/videos,News,videos
Asian Art,/asian-art-museum,Education,asian art
Interface,https://www.geeksforgeeks.org/interfaces-in-java/?ref=outind,Education,interface
मराठी,https://mr.khanacademy.org,Education,मर ठ 
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
Careers,/college-careers-more/career-content,Education,careers
Creators,https://www.youtube.com/creators/,Entertainment,creators
Recursion,https://www.geeksforgeeks.org/introduction-to-recursion-data-structure-and-algorithm-tutorials/?ref=outind,Education,recursion
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
Speed Test,https://fast.com,Entertainment,speed test
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Linked List,https://www.geeksforgeeks.org/python-linked-list/?ref=outind,Education,linked list
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Twain plans festival horse stuntShania Twain wants to pull off a Glastonbury first by riding a horse to her Legends slot.,/news/articles/cyddzd3jp4jo,News,twain plans festival horse stuntshania twain wants to pull off a glastonbury first by riding a horse to her legends slot 
"Tesla is recalling the Cybertruck again, this time because a piece can fly off",/2024/06/25/cars/tesla-recalling-cybertruck/index.html,News,tesla is recalling the cybertruck again  this time because a piece can fly off
Python DSA,https://www.geeksforgeeks.org/python-data-structures-and-algorithms/?ref=outind,Education,python dsa
NOVA Labs,/nova,Education,nova labs
Java Array Programs,https://www.geeksforgeeks.org/java-array-programs/?ref=outind,Education,java array programs
"Opinion



Show all",https://www.cnn.com/opinions,News,opinion    show all
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Picasso pieces relocated to women’s toilet after court ruled ‘ladies lounge’ exhibit was discriminatory,/2024/06/25/style/australia-mona-museum-picasso-restroom-intl-hnk/index.html,News,picasso pieces relocated to women s toilet after court ruled  ladies lounge  exhibit was discriminatory
Social & emotional learning (Khan Kids),/kids,Education,social   emotional learning  khan kids 
Political Op-Eds,https://www.cnn.com/opinions/opinion-politics,News,political op eds
Speed Test,https://fast.com,Entertainment,speed test
Computer Network,https://www.geeksforgeeks.org/computer-network-tutorials/?ref=outindfooter,Education,computer network
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
"REI just launched its July 4th sale and there are some seriously good discounts


                    Jun 21, 2024",/cnn-underscored/deals/rei-4th-of-july-sale-2024-06-21,News,rei just launched its july 4th sale and there are some seriously good discounts                       jun 21  2024
Terms,/t/terms,Entertainment,terms
Nvidia stock,/2024/06/25/tech/nvidia-stock-fall-worlds-third-biggest-company/index.html,News,nvidia stock
Hiker missing for 10 days in California mountains survived by drinking a gallon of water each day,/2024/06/23/us/missing-california-hiker-rescue-lukas-mcclish/index.html,News,hiker missing for 10 days in california mountains survived by drinking a gallon of water each day
"Macron's election gamble puts French democracy on the tableSome fear the snap elections could lead to violence on the streets, and endanger French democracy.6 hrs agoEurope",/news/articles/cekk9n1je9yo,News,macron s election gamble puts french democracy on the tablesome fear the snap elections could lead to violence on the streets  and endanger french democracy 6 hrs agoeurope
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Terms,/t/terms,Entertainment,terms
Creators,https://www.youtube.com/creators/,Entertainment,creators
"Biden and Trump campaigns agreed to mic muting, podiums among rules for upcoming CNN debate",/2024/06/15/politics/trump-biden-cnn-debate-rules/index.html,News,biden and trump campaigns agreed to mic muting  podiums among rules for upcoming cnn debate
Python List Exercise,https://www.geeksforgeeks.org/python-list-exercise/?ref=outind,Education,python list exercise
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
Merge Sort,https://www.geeksforgeeks.org/merge-sort/?ref=outind,Education,merge sort
Computer Networks,https://www.geeksforgeeks.org/computer-network-tutorials/?ref=outind,Education,computer networks
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Python Projects,https://www.geeksforgeeks.org/python-projects-beginner-to-advanced/?ref=outindfooter,Education,python projects
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
FAQ,https://help.netflix.com/support/412,Entertainment,faq
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
Merge Sort,https://www.geeksforgeeks.org/merge-sort/?ref=outind,Education,merge sort
Support community,https://khanacademy.zendesk.com/hc/en-us/community/topics,Education,support community
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Classes and Objects,https://www.geeksforgeeks.org/classes-objects-java/?ref=outind,Education,classes and objects
DSA,https://www.geeksforgeeks.org/learn-data-structures-and-algorithms-dsa-tutorial/,Education,dsa
Account,/youraccount,Entertainment,account
"Trending
Election center",https://www.cnn.com/election/2024,News,trending election center
Graph,https://www.geeksforgeeks.org/introduction-to-graphs-data-structure-and-algorithm-tutorials/?ref=outind,Education,graph
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
CNN Underscored,https://www.cnn.com/cnn-underscored,News,cnn underscored
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Speed Test,https://fast.com,Entertainment,speed test
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
What is hydroponic gardening and how to make a hydroponic system,/wbd/what-is-hydroponic-gardening-and-how-to-make-a-hydroponic-system/index.html,News,what is hydroponic gardening and how to make a hydroponic system
CPP,https://www.geeksforgeeks.org/explore?page=1&category=CPP&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,cpp
jQuery Cheat Sheet,https://www.geeksforgeeks.org/jquery-cheat-sheet-a-basic-guide-to-jquery/?ref=outind,Education,jquery cheat sheet
6th grade (expanded),/ela/new-6th-grade-reading-and-vocabulary,Education,6th grade  expanded 
Iterator,https://www.geeksforgeeks.org/iterators-in-java/?ref=outind,Education,iterator
Counting Sort,https://www.geeksforgeeks.org/counting-sort/?ref=outind,Education,counting sort
Cookie Preferences,#,Entertainment,cookie preferences
When your university neighbour turns out to be a princeA former student remembers what it was like living next door to the future Emperor of Japan.3 hrs agoOxford,/news/articles/cxwwzw08zxxo,News,when your university neighbour turns out to be a princea former student remembers what it was like living next door to the future emperor of japan 3 hrs agooxford
Donate,https://donate.khanacademy.org/give/419869/#!/donation/checkout?c_src2=Webapp.header,Education,donate
CNN Newsletters,https://www.cnn.com/newsletters,News,cnn newsletters
Culture & Experiences,/travel/cultural-experiences,News,culture   experiences
Food,https://www.cnn.com/specials/health/food-life-but-better,News,food
Digital SAT,/digital-sat/start,Education,digital sat
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Femern A/S,/travel/fehmarnbelt-tunnel-denmark-germany/index.html,News,femern a s
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Operating Systems,https://www.geeksforgeeks.org/operating-systems/?ref=outindfooter,Education,operating systems
"Politics



Show all",https://www.cnn.com/politics,News,politics    show all
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Test new features,/new,Entertainment,test new features
Java Exercises,https://www.geeksforgeeks.org/java-exercises/?ref=outind,Education,java exercises
Cookie Preferences,#,Entertainment,cookie preferences
Top 50 Tree,https://www.geeksforgeeks.org/top-50-tree-coding-problems-for-interviews?ref=outindfooter,Education,top 50 tree
Test new features,/new,Entertainment,test new features
Creators,https://www.youtube.com/creators/,Entertainment,creators
DBMS Tutorial,https://www.geeksforgeeks.org/dbms/?ref=outind,Education,dbms tutorial
Software Development,https://www.geeksforgeeks.org/software-development/,Education,software development
Cookie Preferences,#,Entertainment,cookie preferences
"Bronny works out with LeBron, Bryce ahead of draft",https://bleacherreport.com/articles/10126037-video-lakers-lebron-james-sons-bronny-bryce-work-out-ahead-of-2024-nba-draft?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,bronny works out with lebron  bryce ahead of draft
Speed Test,https://fast.com,Entertainment,speed test
Look of the Week: Brooke Shields makes no apologies for her red carpet Crocs,/2024/06/18/style/brooke-shields-crocs-tony-awards-red-carpet/index.html,News,look of the week  brooke shields makes no apologies for her red carpet crocs
AI for education,/college-careers-more/ai-for-education,Education,ai for education
Before the Bell,https://www.cnn.com/specials/investing/before-the-bell,News,before the bell
Preparation Corner,https://www.geeksforgeeks.org/technical-interview-preparation/?ref=outindfooter,Education,preparation corner
"Many older adults are still taking daily aspirin, even though some shouldn’t be, experts say",/2024/06/25/health/aspirin-heart-older-adults-recommendations-wellness/index.html,News,many older adults are still taking daily aspirin  even though some shouldn t be  experts say
